n_amenageur;id_station;n_station;ad_station;code_insee;Xlongitude;Ylatitude;nbre_pdc;id_pdc;puiss_max;type_prise;acces_recharge;accessibilité;observations
Modulo (Mobilité Locale Durable);FR*S41*P41018-6;Blois | Quai Saint-Jean ; Quai Saint-Jean 41000 Blois;;1.338914;47.587974;2;FR*S41*E4540;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41212-80;Savigny-sur-Braye | Avenue de la Braye ; Avenue de la Braye 41360 Savigny-sur-Braye;;0.809046;47.880432;2;FR*S41*E4671;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41059-21;Contres | Route de Pontlevoy ; Route de Pontlevoy 41700 Le Controis-en-Sologne;;1.425003;47.418350;2;FR*S41*E4692;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41173-3;Beauce la Romaine | Rue de la Motte ; Rue de la Motte 41240 Beauce la Romaine;;1.428741;47.958865;2;FR*S41*E4329;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41055-87;Valloire-sur-Cisse | Route de la Champagne ; Route de la Champagne 41150 Valloire-sur-Cisse;;1.250070;47.524290;2;FR*S41*E4885;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41018-9;Blois | Mail Pierre Charlot ; Mail Pierre Charlot 41000 Blois;;1.343274;47.601271;2;FR*S41*E4751;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41092-30;Le Controis-en-Sologne | Rue Aimable Quenioux 7;7 Rue Aimable Quenioux 41120 Le Controis-en-Sologne;;1.341651;47.448916;2;FR*S41*E17066;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41047-17;La Chaussée-Saint-Victor | Rue de Montprofond ; Rue de Montprofond 41260 La Chaussée-Saint-Victor;;1.359058;47.608670;2;FR*S41*E4510;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41150-44;Montoire-sur-le-Loir | Rue Marescot ; Rue Marescot 41800 Montoire-sur-le-Loir;;0.861458;47.751579;2;FR*S41*E4932;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41256-85;Theillay | Rue de la Pierre ; Rue de la Pierre 41300 Theillay;;2.035530;47.313210;2;FR*S41*E4582;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41106-34;Lamotte-Beuvron | Rue Dufort de Duras ; Rue Dufort de Duras 41600 Lamotte-Beuvron;;2.022989;47.601445;2;FR*S41*E4494;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41198-74;Saint-Laurent-Nouan | Place Saint-Aignan ; Place Saint-Aignan 41220 Saint-Laurent-Nouan;;1.560186;47.685382;2;FR*S41*E4614;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41110-35;Langon-sur-Cher | Route de Mennetou sur Cher ; Route de Mennetou sur Cher 41320 Langon-sur-Cher;;1.828502;47.282664;2;FR*S41*E5162;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41220-81;Selles-sur-Cher | Rue du Moulinet ; Rue du Moulinet 41130 Selles-sur-Cher;;1.553632;47.273795;2;FR*S41*E4354;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41018-5;Blois | Promenade du Mail 15;15 Promenade du Mail 41000 Blois;;1.340285;47.588846;2;FR*S41*E4531;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41294-99;Villiers-sur-Loir | Avenue du Petit Thouars ; Avenue du Petit Thouars 41100 Villiers-sur-Loir;;0.995529;47.805810;2;FR*S41*E4664;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41171-57;Oucques La Nouvelle | Place du Château 5;5 Place du Château 41290 Oucques La Nouvelle;;1.294156;47.822031;2;FR*S41*E4072;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41269-91;Vendôme | Avenue Jean Moulin ; Avenue Jean Moulin 41100 Vendôme;;1.057401;47.806585;2;FR*S41*E4745;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41078-27;Épuisay | Rue des Bleuets ; Rue des Bleuets 41360 Épuisay;;0.929588;47.901047;2;FR*S41*E4681;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41154-49;Morée | Place du 8 Mai ; Place du 8 Mai 41160 Morée;;1.233328;47.902369;2;FR*S41*E2936;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41194-63;Romorantin-Lanthenay | Rue de la Fossé aux Lions ; Rue de la Fossé aux Lions 41200 Romorantin-Lanthenay;;1.740861;47.358186;2;FR*S41*E4547;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41049-18;Chémery | Rue Clotaire Paumier ; Rue Clotaire Paumier 41700 Chémery;;1.482500;47.350278;2;FR*S41*E2953;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41157-51;Mur-de-Sologne | Place de la Poste ; Place de la Poste 41230 Mur-de-Sologne;;1.608735;47.411895;2;FR*S41*E4710;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41123-36;Marchenoir | Clos Richard 6;6 Clos Richard 41370 Marchenoir;;1.392720;47.820840;2;FR*S41*E2931;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41074-26;Dhuizon | Rue de la Ferté Saint-Cyr ; Rue de la Ferté Saint-Cyr 41220 Dhuizon;;1.658231;47.590011;2;FR*S41*E4730;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41280-97;Villefranche-sur-Cher | Rue Marcel Gère ; Rue Marcel Gère 41200 Villefranche-sur-Cher;;1.766510;47.291780;2;FR*S41*E5021;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41271-93;Vernou-en-Sologne | Place de l'Église ; Place de l'Église 41230 Vernou-en-Sologne;;1.680908;47.500397;2;FR*S41*E2929;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41150-44;Montoire-sur-le-Loir | Rue Marescot ; Rue Marescot 41800 Montoire-sur-le-Loir;;0.861458;47.751579;2;FR*S41*E4931;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41167-95;Veuzain-sur-Loire | Ruelle des Planches ; Ruelle des Planches 41150 Veuzain-sur-Loire;;1.173305;47.499411;2;FR*S41*E4880;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41226-83;Selommes | Rampe des Écoles ; Rampe des Écoles 41100 Selommes;;1.192375;47.757110;2;FR*S41*E3965;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41149-46;Mont-près-Chambord | Rue de L Hôtel de ville ; Rue de L Hôtel de ville 41250 Mont-près-Chambord;;1.457906;47.562630;2;FR*S41*E4435;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41046-16;Chaumont-sur-Tharonne | Place Robert Mottu ; Place Robert Mottu 41600 Chaumont-sur-Tharonne;;1.904510;47.610430;2;FR*S41*E4232;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41238-69;Saint-Georges-sur-Cher | Pierre Fidele Bretonneau ; Pierre Fidele Bretonneau 41400 Saint-Georges-sur-Cher;;1.124944;47.325756;2;FR*S41*E4715;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41220-81;Selles-sur-Cher | Rue du Moulinet ; Rue du Moulinet 41130 Selles-sur-Cher;;1.553632;47.273795;2;FR*S41*E4353;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41106-33;Lamotte-Beuvron | Avenue de la République ; Avenue de la République 41600 Lamotte-Beuvron;;2.023062;47.593796;2;FR*S41*E4228;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41269-92;Vendôme | Route de Paris ; Route de Paris 41100 Vendôme;;1.070766;47.803382;2;FR*S41*E4678;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41212-79;Salbris | Rue de la Convention ; Rue de la Convention 41300 Salbris;;2.044051;47.416387;2;FR*S41*E4486;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41148-45;Montoire-sur-le-Loir | Place Clemenceau ; Place Clemenceau 41800 Montoire-sur-le-Loir;;0.862059;47.752658;2;FR*S41*E4705;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41136-39;Mer | Rue du Mardeau ; Rue du Mardeau 41500 Mer;;1.506585;47.706521;2;FR*S41*E4053;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41159-53;Neung-sur-Beuvron | Rue Henry de Geoffre 76;76 Rue Henry de Geoffre 41210 Neung-sur-Beuvron;;1.806019;47.532948;2;FR*S41*E4320;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41018-8;Blois | Rue du Père Brottier 3;3 Rue du Père Brottier 41000 Blois;;1.334115;47.589412;2;FR*S41*E4430;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41083-28;La Ferté-Beauharnais | Rue du Général Alexandre de Beauha 16;16 Rue du Général Alexandre de Beauha 41210 La Ferté-Beauharnais;;1.848995;47.542601;2;FR*S41*E4817;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41173-3;Beauce la Romaine | Rue de la Motte ; Rue de la Motte 41240 Beauce la Romaine;;1.428741;47.958865;2;FR*S41*E4328;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41106-34;Lamotte-Beuvron | Rue Dufort de Duras ; Rue Dufort de Duras 41600 Lamotte-Beuvron;;2.022989;47.601445;2;FR*S41*E4493;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41150-43;Montlivault | Rue du Château d'eau ; Rue du Château d'eau 41350 Montlivault;;1.447639;47.639410;2;FR*S41*E4501;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41232-66;Saint-Aignan | Place du Président Wilson ; Place du Président Wilson 41110 Saint-Aignan;;1.373056;47.268889;2;FR*S41*E2955;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41018-5;Blois | Promenade du Mail 15;15 Promenade du Mail 41000 Blois;;1.340285;47.588846;2;FR*S41*E4532;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41025-12;Bracieux | Rue de Candy ; Rue de Candy 41250 Bracieux;;1.545043;47.549130;2;FR*S41*E4437;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41232-68;Saint-Claude-de-Diray | Rue de la République ; Rue de la République 41350 Saint-Claude-de-Diray;;1.416839;47.613726;2;FR*S41*E4922;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41176-58;Pierrefitte-sur-Sauldre | Rue des Fossés ; Rue des Fossés 41300 Pierrefitte-sur-Sauldre;;2.150983;47.514688;2;FR*S41*E4720;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41275-96;La Ville-aux-Clercs | Rue de l'Abreuvoir ; Rue de l'Abreuvoir 41160 La Ville-aux-Clercs;;1.085881;47.918856;2;FR*S41*E4677;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41018-11;Blois | Rue des Alliés ; Rue des Alliés 41000 Blois;;1.339852;47.583802;2;FR*S41*E4387;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41269-88;Vendôme | Rue Geoffroy Martel ; Rue Geoffroy Martel 41100 Vendôme;;1.073900;47.791300;2;FR*S41*E4674;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41151-47;Montrichard Val de Cher | Boulevard Philippe Auguste ; Boulevard Philippe Auguste 41400 Montrichard Val de Cher;;1.184168;47.343958;2;FR*S41*E4713;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41295-100;Vineuil | Place Gaspard Imbert; Place Gaspard Imbert 41350 Vineuil;;1.378137;47.581700;2;FR*S41*E4711;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41067-23;Cour-Cheverny | Avenue des Combattants d'AFN ; Avenue des Combattants d'AFN 41700 Cour-Cheverny;;1.456003;47.512698;2;FR*S41*E2938;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41018-8;Blois | Rue du Père Brottier 3;3 Rue du Père Brottier 41000 Blois;;1.334115;47.589412;2;FR*S41*E4431;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41059-22;Contres | Rue de la Libération 1;1 Rue de la Libération 41700 Le Controis-en-Sologne;;1.429750;47.421439;2;FR*S41*E4441;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41051-20;Chissay-en-Touraine | Rue du Château ; Rue du Château 41400 Chissay-en-Touraine;;1.133889;47.336389;2;FR*S41*E4724;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41047-17;La Chaussée-Saint-Victor | Rue de Montprofond ; Rue de Montprofond 41260 La Chaussée-Saint-Victor;;1.359058;47.608670;2;FR*S41*E4511;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41161-54;Nouan-le-Fuzelier | Avenue de Toulouse ; Avenue de Toulouse 41600 Nouan-le-Fuzelier;;2.033293;47.533779;2;FR*S41*E4572;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41078-27;Épuisay | Rue des Bleuets ; Rue des Bleuets 41360 Épuisay;;0.929588;47.901047;2;FR*S41*E4680;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41040-15;La Chapelle-Vendômoise | Chemin des Coulisses ; Chemin des Coulisses 41330 La Chapelle-Vendômoise;;1.239593;47.671414;2;FR*S41*E3804;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41198-75;Saint-Laurent-Nouan | Rue des Écoles ; Rue des Écoles 41220 Saint-Laurent-Nouan;;1.605512;47.715684;2;FR*S41*E4615;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41151-48;Montrichard Val de Cher | Boulevard Philippe Auguste ; Boulevard Philippe Auguste 41400 Montrichard Val de Cher;;1.184168;47.343958;2;FR*S41*E4722;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41269-89;Vendôme | Rue du Docteur Faton ; Rue du Docteur Faton 41100 Vendôme;;1.070017;47.793572;2;FR*S41*E4683;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41238-69;Saint-Georges-sur-Cher | Pierre Fidele Bretonneau ; Pierre Fidele Bretonneau 41400 Saint-Georges-sur-Cher;;1.124944;47.325756;2;FR*S41*E4716;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41091-29;Fossé | Rue de Vendôme ; Rue de Vendôme 41330 Fossé;;1.284004;47.634798;2;FR*S41*E4728;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41198-74;Saint-Laurent-Nouan | Place Saint-Aignan ; Place Saint-Aignan 41220 Saint-Laurent-Nouan;;1.560186;47.685382;2;FR*S41*E4613;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41018-10;Blois | Place Saint-Honoré ; Place Saint-Honoré 41000 Blois;;1.332602;47.587796;2;FR*S41*E4370;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41092-30;Le Controis-en-Sologne | Rue Aimable Quenioux 7;7 Rue Aimable Quenioux 41120 Le Controis-en-Sologne;;1.341651;47.448916;2;FR*S41*E17065;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41018-4;Blois | Avenue du Maréchal Maunoury ; Avenue du Maréchal Maunoury 41000 Blois;;1.338252;47.593425;2;FR*S41*E4373;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41136-39;Mer | Rue du Mardeau ; Rue du Mardeau 41500 Mer;;1.506585;47.706521;2;FR*S41*E4054;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41180-59;Pontlevoy | Rue de la Saulaie ; Rue de la Saulaie 41400 Pontlevoy;;1.255556;47.390278;2;FR*S41*E2950;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41161-54;Nouan-le-Fuzelier | Avenue de Toulouse ; Avenue de Toulouse 41600 Nouan-le-Fuzelier;;2.033293;47.533779;2;FR*S41*E4571;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41106-33;Lamotte-Beuvron | Avenue de la République ; Avenue de la République 41600 Lamotte-Beuvron;;2.023062;47.593796;2;FR*S41*E4492;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41157-51;Mur-de-Sologne | Place de la Poste ; Place de la Poste 41230 Mur-de-Sologne;;1.608735;47.411895;2;FR*S41*E4709;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41136-40;Mer | Avenue du Maréchal Maunoury 1;1 Avenue du Maréchal Maunoury 41500 Mer;;1.509906;47.700589;2;FR*S41*E4037;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41275-96;La Ville-aux-Clercs | Rue de l'Abreuvoir ; Rue de l'Abreuvoir 41160 La Ville-aux-Clercs;;1.085881;47.918856;2;FR*S41*E4676;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41051-20;Chissay-en-Touraine | Rue du Château ; Rue du Château 41400 Chissay-en-Touraine;;1.133889;47.336389;2;FR*S41*E4723;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41164-55;Noyers-sur-Cher | Rue Saint-Lazare ; Rue Saint-Lazare 41140 Noyers-sur-Cher;;1.390391;47.276708;2;FR*S41*E4843;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41242-72;Saint-Gervais-la-Forêt | Rue des Clouseaux ; Rue des Clouseaux 41350 Saint-Gervais-la-Forêt;;1.369809;47.567045;2;FR*S41*E4543;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41232-67;Saint-Amand-Longpré | Rue Ronsard ; Rue Ronsard 41310 Saint-Amand-Longpré;;1.017330;47.688650;2;FR*S41*E4912;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41032-14;Chailles | Rue des Cormiers ; Rue des Cormiers 41120 Chailles;;1.306944;47.529722;2;FR*S41*E2957;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41055-87;Valloire-sur-Cisse | Route de la Champagne ; Route de la Champagne 41150 Valloire-sur-Cisse;;1.250070;47.524290;2;FR*S41*E4884;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41158-52;Naveil | Rue de Montrieux ; Rue de Montrieux 41100 Naveil;;1.021112;47.796058;2;FR*S41*E4934;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41136-41;Mer | Avenue du Maréchal Maunoury 19;19 Avenue du Maréchal Maunoury 41500 Mer;;1.508367;47.703519;2;FR*S41*E4044;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41148-45;Montoire-sur-le-Loir | Place Clemenceau ; Place Clemenceau 41800 Montoire-sur-le-Loir;;0.862059;47.752658;2;FR*S41*E4704;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41194-63;Romorantin-Lanthenay | Rue de la Fossé aux Lions ; Rue de la Fossé aux Lions 41200 Romorantin-Lanthenay;;1.740861;47.358186;2;FR*S41*E4548;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41176-58;Pierrefitte-sur-Sauldre | Rue des Fossés ; Rue des Fossés 41300 Pierrefitte-sur-Sauldre;;2.150983;47.514688;2;FR*S41*E4719;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41198-75;Saint-Laurent-Nouan | Rue des Écoles ; Rue des Écoles 41220 Saint-Laurent-Nouan;;1.605512;47.715684;2;FR*S41*E4616;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41091-29;Fossé | Rue de Vendôme ; Rue de Vendôme 41330 Fossé;;1.284004;47.634798;2;FR*S41*E4727;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41232-67;Saint-Amand-Longpré | Rue Ronsard ; Rue Ronsard 41310 Saint-Amand-Longpré;;1.017330;47.688650;2;FR*S41*E4911;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41271-93;Vernou-en-Sologne | Place de l'Église ; Place de l'Église 41230 Vernou-en-Sologne;;1.680908;47.500397;2;FR*S41*E2928;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41243-73;Saint-Laurent-Nouan | Place du Soleil d'Or ; Place du Soleil d'Or 41220 Saint-Laurent-Nouan;;1.612858;47.717240;2;FR*S41*E4606;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41269-90;Vendôme | Rue des États Unis ; Rue des États Unis 41100 Vendôme;;1.060181;47.794548;2;FR*S41*E4920;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41194-61;Romorantin-Lanthenay | Rue Sabard 3;3 Rue Sabard 41200 Romorantin-Lanthenay;;1.743530;47.363384;2;FR*S41*E24893;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41067-24;Cour-Cheverny | Rue Gilette 8;8 Rue Gilette 41700 Cour-Cheverny;;1.459363;47.507758;2;FR*S41*E4433;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41171-57;Oucques La Nouvelle | Place du Château 5;5 Place du Château 41290 Oucques La Nouvelle;;1.294156;47.822031;2;FR*S41*E4071;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41136-40;Mer | Avenue du Maréchal Maunoury 1;1 Avenue du Maréchal Maunoury 41500 Mer;;1.509906;47.700589;2;FR*S41*E4038;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41154-49;Morée | Place du 8 Mai ; Place du 8 Mai 41160 Morée;;1.233328;47.902369;2;FR*S41*E2935;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41265-86;Troo | Rue du Bourg Neuf ; Rue du Bourg Neuf 41800 Troo;;0.791078;47.775214;2;FR*S41*E4685;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41232-66;Saint-Aignan | Place du Président Wilson ; Place du Président Wilson 41110 Saint-Aignan;;1.373056;47.268889;2;FR*S41*E2954;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41211-78;Salbris | Rue du 11 Novembre 1918 ; Rue du 11 Novembre 1918 41300 Salbris;;2.050530;47.425550;2;FR*S41*E4718;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41005-1;Couëtron-au-Perche | Route Saint-Jacques de Compostelle ; Route Saint-Jacques de Compostelle 41170 Couëtron-au-Perche;;0.946567;48.063342;2;FR*S41*E4927;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41136-41;Mer | Avenue du Maréchal Maunoury 19;19 Avenue du Maréchal Maunoury 41500 Mer;;1.508367;47.703519;2;FR*S41*E4043;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41242-70;Saint-Gervais-la-Forêt | Route de Chambord ; Route de Chambord 41350 Saint-Gervais-la-Forêt;;1.355931;47.573036;2;FR*S41*E2945;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41018-7;Blois | Rue des Jacobins ; Rue des Jacobins 41000 Blois;;1.333499;47.584457;2;FR*S41*E4384;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41150-43;Montlivault | Rue du Château d'eau ; Rue du Château d'eau 41350 Montlivault;;1.447639;47.639410;2;FR*S41*E4502;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41151-48;Montrichard Val de Cher | Boulevard Philippe Auguste ; Boulevard Philippe Auguste 41400 Montrichard Val de Cher;;1.184168;47.343958;2;FR*S41*E4721;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41269-91;Vendôme | Avenue Jean Moulin ; Avenue Jean Moulin 41100 Vendôme;;1.057401;47.806585;2;FR*S41*E4746;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41130-37;Maves | Rue du Cèdre ; Rue du Cèdre 41500 Maves;;1.362749;47.744154;2;FR*S41*E4706;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41269-92;Vendôme | Route de Paris ; Route de Paris 41100 Vendôme;;1.070766;47.803382;2;FR*S41*E4679;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41211-78;Salbris | Rue du 11 Novembre 1918 ; Rue du 11 Novembre 1918 41300 Salbris;;2.050530;47.425550;2;FR*S41*E4717;18.000;T2-EF;Payant;24/24 7/7;
Modulo (Mobilité Locale Durable);FR*S41*P41269-88;Vendôme | Rue Geoffroy Martel ; Rue Geoffroy Martel 41100 Vendôme;;1.073900;47.791300;2;FR*S41*E4675;18.000;T2-EF;Payant;24/24 7/7;
